station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal
40730,Washington/Wells,1/1/2006,6968,901.8,540,153174
40040,Quincy/Wells,1/1/2006,6666.8,1102,732.3,148805
40160,LaSalle/Van Buren,1/1/2006,2903.2,316.3,341.5,64282
40850,Library,1/1/2006,2307,769,427.7,54089
40680,Adams/Wabash,1/1/2006,6696.4,2308.5,1231.5,157248
40640,Madison/Wabash,1/1/2006,4529.9,1967.5,1045.8,109272
40200,Randolph/Wabash,1/1/2006,5448.9,2196,1330.5,131194
40260,State/Lake,1/1/2006,6818,3205.8,2194.5,169167
40380,Clark/Lake,1/1/2006,15809,3198.8,2385.2,359095
40900,Howard,2/1/2006,5992.3,3844,2718.8,146097
41190,Jarvis,2/1/2006,1275.9,922,660.3,31846
40100,Morse,2/1/2006,3895.1,2630.8,2007,96452
41300,Loyola,2/1/2006,5226.7,3781.5,2512.5,129710
40760,Granville,2/1/2006,3587.5,2871.5,2030.5,91358
40880,Thorndale,2/1/2006,2905.6,1765.8,1273,70266
41380,Bryn Mawr,2/1/2006,4453,2873.8,2079.3,108872
40340,Berwyn,2/1/2006,3358,2347.3,1680.5,83270
41200,Argyle,2/1/2006,2633.1,1833,1351.3,65398
40770,Lawrence,2/1/2006,2956.4,2208,1534.5,74097
40540,Wilson,2/1/2006,5645.8,3387.3,2136.3,135010
40080,Sheridan,2/1/2006,4667.5,2940.3,2126.3,113616
41420,Addison-North Main,2/1/2006,5466.7,4003.8,2903.8,136964
41320,Belmont-North Main,2/1/2006,9870.4,7968.5,5488,251233
41220,Fullerton,2/1/2006,11677.2,6499.5,4553.3,277754
40650,North/Clybourn,2/1/2006,4190.7,3640.5,2644.8,108955
40630,Clark/Division,2/1/2006,6986.1,5237,3875.3,176171
41450,Chicago/State,2/1/2006,13310.3,10603.5,7228.8,337535
40330,Grand/State,2/1/2006,8992.7,7502.8,5132,230393
41660,Lake/State,2/1/2006,10023.3,5291,3288,234782
40500,Washington/State,2/1/2006,8865,4088.5,2443.8,203428
41090,Monroe/State,2/1/2006,6151.4,2795.3,1478,140121
40560,Jackson/State,2/1/2006,10638.8,3528.3,2096.3,235274
41490,Harrison,2/1/2006,3856,2780,1665.5,94901
41400,Roosevelt,2/1/2006,7289.1,5089.8,3719.5,181018
41000,Cermak-Chinatown,2/1/2006,3441.4,3314.8,2348.5,91480
40190,Sox-35th-Dan Ryan,2/1/2006,3113.8,1719.3,1203.8,73968
41230,47th-Dan Ryan,2/1/2006,2740.3,1633,1197.5,66128
41170,Garfield-Dan Ryan,2/1/2006,3871,2617.8,1693.8,94665
40910,63rd-Dan Ryan,2/1/2006,2982.1,1966,1550.3,73707
40990,69th,2/1/2006,5913.4,3710.3,2584.8,143448
40240,79th,2/1/2006,7520,4706,3534.3,183360
41430,87th,2/1/2006,4668.8,2775.5,1795.5,111660
40450,95th/Dan Ryan,2/1/2006,13930.2,7154.5,5164.3,327878
41050,Linden,2/1/2006,937.9,397.3,239.8,21305
41250,Central-Evanston,2/1/2006,899.4,491.5,238,20906
40400,Noyes,2/1/2006,598.3,417.8,198.8,14431
40520,Foster,2/1/2006,723.3,449.5,253.5,17277
40050,Davis,2/1/2006,3626.1,2805.5,1681.3,90469
40690,Dempster,2/1/2006,719.5,510,335,17770
40270,Main,2/1/2006,1185.5,609,391,27709
40840,South Boulevard,2/1/2006,744.3,332.3,190.8,16978
40140,Dempster-Skokie,2/1/2006,2333.6,0,0,46671
40890,O'Hare Airport,2/1/2006,8365,6151,6797.3,219093
40820,Rosemont,2/1/2006,4799.5,2143,1396,110145
40230,Cumberland,2/1/2006,5376.1,2062,1505,121790
40750,Harlem-O'Hare,2/1/2006,2844.6,1079.5,722.3,64099
41280,Jefferson Park,2/1/2006,6293.5,2825.8,1966,145036
41330,Montrose-O'Hare,2/1/2006,1900.3,708.8,515.3,42902
40550,Irving Park-O'Hare,2/1/2006,3962.6,1871.3,1318.3,92009
41240,Addison-O'Hare,2/1/2006,2481.8,900,625.3,55737
40060,Belmont-O'Hare,2/1/2006,4619.1,2457.8,1842.8,109583
41020,Logan Square,2/1/2006,5126.2,2815.8,1997.8,121777
40570,California/Milwaukee,2/1/2006,3381.4,1776,1159.8,79371
40670,Western/Milwaukee,2/1/2006,3895.8,1710.8,1074.5,89056
40590,Damen/Milwaukee,2/1/2006,4568,2582,1895.3,109269
40320,Division/Milwaukee,2/1/2006,4869.4,2265.5,1564,112706
41410,Chicago/Milwaukee,2/1/2006,2789.8,1249.5,812,64042
40490,Grand/Milwaukee,2/1/2006,1551.1,661,409.3,35303
40370,Washington/Dearborn,2/1/2006,8687.1,2787,1742,191857
40790,Monroe/Dearborn,2/1/2006,5917,1493.8,923.3,128007
40070,Jackson/Dearborn,2/1/2006,6710.6,1881.8,1158.5,146372
41340,LaSalle,2/1/2006,2825.8,853,514.8,61986
40430,Clinton-Forest Park,2/1/2006,3020.4,898,816,67264
40350,UIC-Halsted,2/1/2006,6265.4,1618,1052.3,135989
40470,Racine,2/1/2006,2414.6,936.3,533,54169
40810,Medical Center,2/1/2006,2283.1,791,517.3,50894
40220,Western-Forest Park,2/1/2006,1069.7,565.8,399,25252
40250,Kedzie-Homan-Forest Park,2/1/2006,1483.2,806.8,595.3,35272
40920,Pulaski-Forest Park,2/1/2006,1206.5,778.5,572,29532
40970,Cicero-Forest Park,2/1/2006,993.7,591.5,412,23888
40010,Austin-Forest Park,2/1/2006,1623.7,623,421.8,36653
40180,Oak Park-Forest Park,2/1/2006,1484.6,461.8,304,32754
40980,Harlem-Forest Park,2/1/2006,819.7,418,273.5,19160
40390,Forest Park,2/1/2006,3670,1349.5,958.3,82630
41030,Polk,2/1/2006,3276.7,754.8,472.3,70442
40830,18th,2/1/2006,1071.4,589,368.8,25259
40210,Damen-Cermak,2/1/2006,845.4,356.5,238.3,19287
40740,Western-Cermak,2/1/2006,739.5,362.8,227.5,17150
40440,California-Cermak,2/1/2006,912,407,271,20951
41040,Kedzie-Cermak,2/1/2006,554.4,310.8,204,13146
40780,Central Park,2/1/2006,696.8,302.5,226,16050
40150,Pulaski-Cermak,2/1/2006,680.3,394.3,262.5,16233
40600,Kostner,2/1/2006,342.4,153,107,7887
40420,Cicero-Cermak,2/1/2006,932.9,475.8,329.5,21878
40580,54th/Cermak,2/1/2006,1781.8,694.3,474.3,40310
40020,Harlem-Lake,2/1/2006,3242.7,1716,959.5,75556
41350,Oak Park-Lake,2/1/2006,1411.5,624,407,32354
40610,Ridgeland,2/1/2006,1318.4,403.3,222,28869
41260,Austin-Lake,2/1/2006,1917.6,953,617,44631
40280,Central-Lake,2/1/2006,2326.3,1272.3,860.8,55057
40700,Laramie,2/1/2006,1487.8,803.8,597,35359
40480,Cicero-Lake,2/1/2006,1334.3,733.3,548.8,31813
40030,Pulaski-Lake,2/1/2006,1521.2,873.8,612.5,36368
41670,Conservatory,2/1/2006,731.5,556,380,18373
41070,Kedzie-Lake,2/1/2006,1236.9,679.3,486,29399
41360,California-Lake,2/1/2006,936.2,437,343,21844
40170,Ashland-Lake,2/1/2006,1692,591,365.8,37667
41160,Clinton-Lake,2/1/2006,2431.5,568.3,389.3,52460
41120,35-Bronzeville-IIT,2/1/2006,2338.1,1326.5,884.8,55607
40300,Indiana,2/1/2006,697.9,289.3,243.3,16088
41270,43rd,2/1/2006,923,448,294.8,21430
41080,47th-South Elevated,2/1/2006,1286.7,764,423.5,30484
40130,51st,2/1/2006,1031.7,643.3,383.3,24739
40510,Garfield-South Elevated,2/1/2006,1357.5,734.3,488,32039
41140,King Drive,2/1/2006,697.4,368,259.5,16457
40720,East 63rd-Cottage Grove,2/1/2006,1310.3,660.3,500.3,30848
40940,Halsted/63rd,2/1/2006,636.5,361,254,15190
40290,Ashland/63rd,2/1/2006,1833.9,943.5,711,43295
41290,Kimball,2/1/2006,3710,1514.8,904,83874
41180,Kedzie-Brown,2/1/2006,1005.6,725.5,495.3,24995
40870,Francisco,2/1/2006,1155.2,335.3,214,25301
41010,Rockwell,2/1/2006,892.7,442.5,299.8,20822
41480,Western-Brown,2/1/2006,3457.6,2339.8,1491.8,84477
40090,Damen-Brown,2/1/2006,1894.3,982,625.5,44315
41500,Montrose-Brown,2/1/2006,2139.4,1015.3,642.5,49418
41460,Irving Park-Brown,2/1/2006,2361.5,1078.5,664.3,54200
41440,Addison-Brown,2/1/2006,1909.3,747.8,462,43024
41310,Paulina,2/1/2006,2177.9,1097,691.3,50710
40360,Southport,2/1/2006,2686,1314,837.3,62325
41210,Wellington,2/1/2006,2555.2,889.8,618.3,57135
40530,Diversey,2/1/2006,4640.4,2330,1481.3,108053
40660,Armitage,2/1/2006,3736.5,1538,869.8,84360
40800,Sedgwick,2/1/2006,2953.7,1389.5,980.5,68553
40710,Chicago/Franklin,2/1/2006,4209.2,1741.5,1014.8,95209
40460,Merchandise Mart,2/1/2006,5621.5,1116,514.3,118951
40930,Midway Airport,2/1/2006,8330.5,3181.8,2933.8,191071
40960,Pulaski-Orange,2/1/2006,5002.6,1524,907.3,109776
41150,Kedzie-Midway,2/1/2006,2974.6,1201.8,745.5,67281
40310,Western-Orange,2/1/2006,3325.6,1290,802.5,74882
40120,35th/Archer,2/1/2006,2455.5,901,530,54833
41060,Ashland-Orange,2/1/2006,1323.7,609.3,429,30626
41130,Halsted-Orange,2/1/2006,2514.9,915.8,615.8,56423
40730,Washington/Wells,2/1/2006,6844.5,906,590.5,142876
40040,Quincy/Wells,2/1/2006,6568.7,1078,811.3,138930
40160,LaSalle/Van Buren,2/1/2006,2878.3,315.3,212.5,59676
40850,Library,2/1/2006,2520.7,901,477.8,55928
40680,Adams/Wabash,2/1/2006,7088.2,2472.8,1403,157266
40640,Madison/Wabash,2/1/2006,4755.8,1926.3,960,106661
40200,Randolph/Wabash,2/1/2006,5516,2144.8,1245.8,123881
40260,State/Lake,2/1/2006,7028.2,3265,2231,162548
40380,Clark/Lake,2/1/2006,15798,3157,2430.3,338308
40900,Howard,3/1/2006,6016.7,4188.5,2820,166419
41190,Jarvis,3/1/2006,1273.2,990.8,654.3,35864
40100,Morse,3/1/2006,3904.6,2890.3,2035.8,109510
41300,Loyola,3/1/2006,4981.7,3931.3,2439.3,140062
40760,Granville,3/1/2006,3618.6,3017.8,2031.5,103425
40880,Thorndale,3/1/2006,2924.5,1909,1332.8,80231
41380,Bryn Mawr,3/1/2006,4451.6,3094,2115.8,123226
40340,Berwyn,3/1/2006,3344.3,2483,1728.5,93765
41200,Argyle,3/1/2006,2623.7,1945.3,1373.8,73622
40770,Lawrence,3/1/2006,3061.3,2496,1657.5,87024
40540,Wilson,3/1/2006,5617.9,3594.8,2163.8,152246
40080,Sheridan,3/1/2006,4627.1,3334,2106.5,128186
41420,Addison-North Main,3/1/2006,5594,5271.3,3263,162800
41320,Belmont-North Main,3/1/2006,9991,9243.3,5990.5,290729
41220,Fullerton,3/1/2006,10798.9,7180.5,4562.5,295347
40650,North/Clybourn,3/1/2006,4148.2,3863.3,2651,121465
40630,Clark/Division,3/1/2006,6931.6,5994,4062.3,199652
41450,Chicago/State,3/1/2006,13581.3,12276.3,7732.5,392404
40330,Grand/State,3/1/2006,9647.7,9354,6015.8,283375
41660,Lake/State,3/1/2006,10243.3,6230.5,3596.3,274902
40500,Washington/State,3/1/2006,8791.6,4434.8,2514.8,230005
41090,Monroe/State,3/1/2006,6291,2962,1552.5,162750
40560,Jackson/State,3/1/2006,10282.7,4025.5,2200.5,261407
41490,Harrison,3/1/2006,3516.9,2708.3,1692.3,98490
41400,Roosevelt,3/1/2006,7487.6,5593.5,4133.3,211121
41000,Cermak-Chinatown,3/1/2006,3638,3915,2852.5,110745
40190,Sox-35th-Dan Ryan,3/1/2006,3161.3,1385,944.8,82029
41230,47th-Dan Ryan,3/1/2006,2779.9,2232.3,2773.3,83960
41170,Garfield-Dan Ryan,3/1/2006,3900.6,2619.8,1653.3,106805
40910,63rd-Dan Ryan,3/1/2006,2930.4,2003.3,1539.5,81570
40990,69th,3/1/2006,5805.4,3715.3,2562.5,158636
40240,79th,3/1/2006,7459,4741.8,3406.8,204151
41430,87th,3/1/2006,4540.2,2635,1675.5,121666
40450,95th/Dan Ryan,3/1/2006,13934.4,7321.5,5479,371694
41050,Linden,3/1/2006,952.3,513.8,251,24961
41250,Central-Evanston,3/1/2006,872.8,391.3,234.8,22578
40400,Noyes,3/1/2006,561.5,305.3,169.3,14812
40520,Foster,3/1/2006,674.4,368.3,215.3,17845
40050,Davis,3/1/2006,3413.6,2648.8,1593.3,95481
40690,Dempster,3/1/2006,788.2,526.8,347.8,21626
40270,Main,3/1/2006,1168.3,678.3,391.8,31152
40840,South Boulevard,3/1/2006,756.1,356.5,206.5,19643
40140,Dempster-Skokie,3/1/2006,2268,0,0,52163
40890,O'Hare Airport,3/1/2006,9138,7178.8,7852.3,270299
40820,Rosemont,3/1/2006,5179,2811.8,1852,137773
40230,Cumberland,3/1/2006,5490.6,2794.5,1743,144434
40750,Harlem-O'Hare,3/1/2006,2888.1,1426.8,786.8,75281
41280,Jefferson Park,3/1/2006,6374.1,3250.8,2162,168256
41330,Montrose-O'Hare,3/1/2006,1968.3,860,588,51064
40550,Irving Park-O'Hare,3/1/2006,4040.5,2040.5,1441.8,106860
41240,Addison-O'Hare,3/1/2006,2553,1051.8,718.5,65801
40060,Belmont-O'Hare,3/1/2006,4758.4,2705.5,1984,128201
41020,Logan Square,3/1/2006,5200.3,2976.8,2035.3,139656
40570,California/Milwaukee,3/1/2006,3437,1996.3,1260.8,92079
40670,Western/Milwaukee,3/1/2006,3989.2,1948,1229.3,104461
40590,Damen/Milwaukee,3/1/2006,4766.1,3161.3,2181.3,130991
40320,Division/Milwaukee,3/1/2006,4912.6,2528,1657.5,129731
41410,Chicago/Milwaukee,3/1/2006,2822,1356,854,73745
40490,Grand/Milwaukee,3/1/2006,1604.2,786.8,509,42079
40370,Washington/Dearborn,3/1/2006,8947.9,3792.8,2039,229129
40790,Monroe/Dearborn,3/1/2006,6147.5,1891.8,1047.8,153150
40070,Jackson/Dearborn,3/1/2006,6868.8,2482.8,1338.3,173266
41340,LaSalle,3/1/2006,2813.2,894.5,595.3,70662
40430,Clinton-Forest Park,3/1/2006,3110.7,998.5,856.5,78967
40350,UIC-Halsted,3/1/2006,5493.6,1737,1080,137620
40470,Racine,3/1/2006,2445.9,1130.3,571,63061
40810,Medical Center,3/1/2006,2293.1,826.5,570.5,58329
40220,Western-Forest Park,3/1/2006,1063.1,605,428,28583
40250,Kedzie-Homan-Forest Park,3/1/2006,1429.7,837.8,569.8,38513
40920,Pulaski-Forest Park,3/1/2006,1200,813,582.8,33183
40970,Cicero-Forest Park,3/1/2006,1000,641.5,445,27346
40010,Austin-Forest Park,3/1/2006,1614.8,701,466,41809
40180,Oak Park-Forest Park,3/1/2006,1490.5,545.5,315.5,37725
40980,Harlem-Forest Park,3/1/2006,813,466,297.8,21753
40390,Forest Park,3/1/2006,3668.7,1567,1020.5,94730
41030,Polk,3/1/2006,3161.5,764.8,453.5,77587
40830,18th,3/1/2006,1107.6,685.5,427.8,29927
40210,Damen-Cermak,3/1/2006,878.6,401.3,262.5,22863
40740,Western-Cermak,3/1/2006,752.7,387.8,260.5,19904
40440,California-Cermak,3/1/2006,947.3,439,282.8,24675
41040,Kedzie-Cermak,3/1/2006,576,320.8,221.5,15418
40780,Central Park,3/1/2006,708.2,357.8,243.3,18693
40150,Pulaski-Cermak,3/1/2006,682.4,396.8,281,18406
40600,Kostner,3/1/2006,350.2,161,113.5,9152
40420,Cicero-Cermak,3/1/2006,989.4,515.5,352,26226
40580,54th/Cermak,3/1/2006,1860.1,784.3,515.8,47982
40020,Harlem-Lake,3/1/2006,3338.6,1933.3,1069,88797
41350,Oak Park-Lake,3/1/2006,1469.8,843.8,504.3,39197
40610,Ridgeland,3/1/2006,1331,496,246.5,33582
41260,Austin-Lake,3/1/2006,1949.4,1037,685,51724
40280,Central-Lake,3/1/2006,2358.3,1410,939,63637
40700,Laramie,3/1/2006,1475.3,865.5,548.3,39587
40480,Cicero-Lake,3/1/2006,1372.3,806.5,606,37213
40030,Pulaski-Lake,3/1/2006,1516.6,892.5,607.5,40882
41670,Conservatory,3/1/2006,763.8,444,236.8,20291
41070,Kedzie-Lake,3/1/2006,1249.3,684.3,498.5,33464
41360,California-Lake,3/1/2006,974.6,489.8,343.3,25748
40170,Ashland-Lake,3/1/2006,1783.5,839.5,394.5,45956
41160,Clinton-Lake,3/1/2006,2478.7,650.8,410,61253
41120,35-Bronzeville-IIT,3/1/2006,2369.8,1503,944,64294
40300,Indiana,3/1/2006,700.9,356,261,18589
41270,43rd,3/1/2006,947.4,460.3,299.5,24830
41080,47th-South Elevated,3/1/2006,1286.7,779.5,458,34545
40130,51st,3/1/2006,1030,672,401.8,27986
40510,Garfield-South Elevated,3/1/2006,1390.9,819.5,549.3,37466
41140,King Drive,3/1/2006,675.3,429,274.5,18347
40720,East 63rd-Cottage Grove,3/1/2006,1323.4,753.5,512,35501
40940,Halsted/63rd,3/1/2006,641.6,392.3,273.3,17418
40290,Ashland/63rd,3/1/2006,1898,1048.3,768.8,50923
41290,Kimball,3/1/2006,4159.4,544.8,368.8,99320
41180,Kedzie-Brown,3/1/2006,0,0,0,0
40870,Francisco,3/1/2006,1457.4,147.8,87,34459
41010,Rockwell,3/1/2006,0,0,0,0
41480,Western-Brown,3/1/2006,4109.7,3940.5,2305.5,119507
40090,Damen-Brown,3/1/2006,1883.5,1126.5,647,50415
41500,Montrose-Brown,3/1/2006,2183.3,1281.5,676.5,58049
41460,Irving Park-Brown,3/1/2006,2389.2,1240.8,679.8,62634
41440,Addison-Brown,3/1/2006,1910.9,951.5,484.8,49696
41310,Paulina,3/1/2006,2169.5,1257,756.5,57953
40360,Southport,3/1/2006,2690.4,1632,870.3,71888
41210,Wellington,3/1/2006,2545.8,1043.5,644,65304
40530,Diversey,3/1/2006,4636.2,2647.5,1419.8,122902
40660,Armitage,3/1/2006,3764.8,1820.8,1003,97886
40800,Sedgwick,3/1/2006,2984.4,1626.5,1035,79287
40710,Chicago/Franklin,3/1/2006,4112.8,1911,955.8,106061
40460,Merchandise Mart,3/1/2006,5541.9,1233.8,498.5,134392
40930,Midway Airport,3/1/2006,8860.4,4212.3,3724,235534
40960,Pulaski-Orange,3/1/2006,5240.6,1770.5,1015.5,131677
41150,Kedzie-Midway,3/1/2006,3077.2,1283.5,820.5,79191
40310,Western-Orange,3/1/2006,3425.5,1379.8,887.3,87855
40120,35th/Archer,3/1/2006,2589.4,1013,589.8,65968
41060,Ashland-Orange,3/1/2006,1400.3,670.8,484,36826
41130,Halsted-Orange,3/1/2006,2556.6,1071.8,642.3,65657
40730,Washington/Wells,3/1/2006,7144.3,1080,538.5,170793
40040,Quincy/Wells,3/1/2006,6835.8,1342.8,938.3,166347
40160,LaSalle/Van Buren,3/1/2006,2990.1,387.8,305.5,71545
40850,Library,3/1/2006,2558.7,1051.5,535.8,65200
40680,Adams/Wabash,3/1/2006,7085.9,3035.8,1449.3,180915
40640,Madison/Wabash,3/1/2006,4787.8,2355.3,1030.5,123662
40200,Randolph/Wabash,3/1/2006,5628.1,2702.5,1444.3,146033
40260,State/Lake,3/1/2006,7331,4120.3,2523,195186
40380,Clark/Lake,3/1/2006,16504.2,4199.3,2898.5,407987
41010,Rockwell,4/1/2006,0,0,0,0
40900,Howard,4/1/2006,6116.1,4300.6,2966.8,158658
41190,Jarvis,4/1/2006,1261.2,951.8,671,33337
40100,Morse,4/1/2006,3888,2810.2,2025.8,101939
41300,Loyola,4/1/2006,5048.4,3933,2594.8,133606
40760,Granville,4/1/2006,3677.7,3035,2084.4,99150
40880,Thorndale,4/1/2006,2750.7,1909.8,1330.8,71216
41380,Bryn Mawr,4/1/2006,4488.1,3077,2153.2,115913
40340,Berwyn,4/1/2006,3381.2,2486.6,1722.6,88669
41200,Argyle,4/1/2006,2605.2,1879.4,1377,68385
40770,Lawrence,4/1/2006,3124.7,2478.6,1662.6,83200
40540,Wilson,4/1/2006,5283.1,3454,2156.8,133715
40080,Sheridan,4/1/2006,4662.5,3117.2,2182.4,119747
41420,Addison-North Main,4/1/2006,8484.4,7960.6,5156.4,235273
41320,Belmont-North Main,4/1/2006,10374.2,9012.4,5873,281910
41220,Fullerton,4/1/2006,11780.4,7062.8,4809,294967
40650,North/Clybourn,4/1/2006,4314.8,3927,2549.8,118680
40630,Clark/Division,4/1/2006,7058.8,5831.6,4184.6,191256
41450,Chicago/State,4/1/2006,14310.7,12105,7449,383983
40330,Grand/State,4/1/2006,10134.2,9272.4,5893.8,278515
41660,Lake/State,4/1/2006,10701,6068.8,3782.2,263274
40500,Washington/State,4/1/2006,8897,4366.2,2427.2,211906
41090,Monroe/State,4/1/2006,6508,2991.2,1659.8,153414
40560,Jackson/State,4/1/2006,11064.9,4334.8,3005.6,258000
41490,Harrison,4/1/2006,3672.6,2786.6,1915,96959
41400,Roosevelt,4/1/2006,7736.8,5664.2,4313.4,204623
41000,Cermak-Chinatown,4/1/2006,3664.8,3420.4,2399.2,102393
40190,Sox-35th-Dan Ryan,4/1/2006,4678,3936.6,3691.6,131700
41230,47th-Dan Ryan,4/1/2006,2645.6,1693.6,1225.6,67508
41170,Garfield-Dan Ryan,4/1/2006,3800,2684.2,1695.6,97898
40910,63rd-Dan Ryan,4/1/2006,2877.2,1961.8,1548.8,75096
40990,69th,4/1/2006,5750.2,3702.4,2558,146306
40240,79th,4/1/2006,7338.1,4756.4,3420.8,187648
41430,87th,4/1/2006,4500.1,2645.6,1667.6,111568
40450,95th/Dan Ryan,4/1/2006,13854.6,7526,5428.8,341865
41050,Linden,4/1/2006,1082,742.8,430.6,27506
41250,Central-Evanston,4/1/2006,901,398,253.2,21275
40400,Noyes,4/1/2006,586.6,439.2,221.8,15037
40520,Foster,4/1/2006,729.1,489,255,18302
40050,Davis,4/1/2006,3745.5,2981.6,1687.2,98254
40690,Dempster,4/1/2006,750.2,540,357,19488
40270,Main,4/1/2006,1201.2,712.2,430.2,29735
40840,South Boulevard,4/1/2006,781.9,362.4,203.6,18467
40140,Dempster-Skokie,4/1/2006,2496.5,0,0,49930
40890,O'Hare Airport,4/1/2006,9553.1,7360.2,7871,267218
40820,Rosemont,4/1/2006,5446.3,2972.6,1911,133344
40230,Cumberland,4/1/2006,5805.3,2772.6,1958.2,139759
40750,Harlem-O'Hare,4/1/2006,2918.4,1224.4,795.4,68467
41280,Jefferson Park,4/1/2006,6450.4,3118.2,2164.6,155422
41330,Montrose-O'Hare,4/1/2006,1971.9,827.2,587.2,46509
40550,Irving Park-O'Hare,4/1/2006,4096.3,1977.2,1437.8,99001
41240,Addison-O'Hare,4/1/2006,2677.5,1169.4,822,63506
40060,Belmont-O'Hare,4/1/2006,4761.4,2730.4,1874.6,118253
41020,Logan Square,4/1/2006,5210.8,3022.6,2005.6,129357
40570,California/Milwaukee,4/1/2006,3427.8,1924.8,1216.8,84264
40670,Western/Milwaukee,4/1/2006,3994.6,1873.8,1262.6,95574
40590,Damen/Milwaukee,4/1/2006,4808.3,2993,1997.4,121118
40320,Division/Milwaukee,4/1/2006,4778.8,2452.4,1672.2,116199
41410,Chicago/Milwaukee,4/1/2006,2858.2,1362.8,862.6,68290
40490,Grand/Milwaukee,4/1/2006,1606.6,782.8,488.8,38489
40370,Washington/Dearborn,4/1/2006,9156.9,3361.4,1869.6,209292
40790,Monroe/Dearborn,4/1/2006,6084,1692.4,1019,135236
40070,Jackson/Dearborn,4/1/2006,6901.6,2166.8,1525.4,156492
41340,LaSalle,4/1/2006,2952.6,982.6,623.6,67083
40430,Clinton-Forest Park,4/1/2006,3105.6,1013.2,856.6,71461
40350,UIC-Halsted,4/1/2006,6150.2,2021.8,1178.2,139003
40470,Racine,4/1/2006,2142.1,1042,629.6,51199
40810,Medical Center,4/1/2006,2198.1,825.8,524.2,50711
40220,Western-Forest Park,4/1/2006,1047.1,626,435.8,26251
40250,Kedzie-Homan-Forest Park,4/1/2006,1435,830,608.2,35890
40920,Pulaski-Forest Park,4/1/2006,1260.2,883,630.4,32771
40970,Cicero-Forest Park,4/1/2006,1002.6,665.2,448.2,25619
40010,Austin-Forest Park,4/1/2006,1688.7,724.6,477.2,39782
40180,Oak Park-Forest Park,4/1/2006,1561.7,562.6,356.2,35828
40980,Harlem-Forest Park,4/1/2006,864.1,482.8,298.8,21190
40390,Forest Park,4/1/2006,3852,1613.4,1091.4,90564
41030,Polk,4/1/2006,3364.2,781.8,449,73437
40830,18th,4/1/2006,1140.9,717.4,454,28675
40210,Damen-Cermak,4/1/2006,905.1,438.8,288,21736
40740,Western-Cermak,4/1/2006,792.7,383.4,248.2,19012
40440,California-Cermak,4/1/2006,970.3,444,294.6,23099
41040,Kedzie-Cermak,4/1/2006,581.5,322,221.8,14349
40780,Central Park,4/1/2006,709.7,352.8,246.8,17192
40150,Pulaski-Cermak,4/1/2006,700.1,431.2,273.8,17526
40600,Kostner,4/1/2006,334.7,179.8,109.2,8138
40420,Cicero-Cermak,4/1/2006,995.5,563,356.2,24506
40580,54th/Cermak,4/1/2006,1924.8,849,559,45535
40020,Harlem-Lake,4/1/2006,3435.8,1910.4,1137.8,83956
41350,Oak Park-Lake,4/1/2006,1533.2,826.2,536.2,37475
40610,Ridgeland,4/1/2006,1344.9,476.6,285.6,30708
41260,Austin-Lake,4/1/2006,1980.3,1051.8,639.4,48062
40280,Central-Lake,4/1/2006,2313.5,1356.8,917.8,57643
40700,Laramie,4/1/2006,1417.4,852,561.6,35416
40480,Cicero-Lake,4/1/2006,1308.5,798.2,568.8,33004
40030,Pulaski-Lake,4/1/2006,1540.8,937.6,580.2,38405
41670,Conservatory,4/1/2006,757,416.4,263.6,18540
41070,Kedzie-Lake,4/1/2006,1206.6,727.2,506.4,30299
41360,California-Lake,4/1/2006,973.4,483,355.4,23659
40170,Ashland-Lake,4/1/2006,1748,673,412.8,40389
41160,Clinton-Lake,4/1/2006,2538,668.8,463.8,56423
41120,35-Bronzeville-IIT,4/1/2006,2490.7,1630.6,1052.8,63230
40300,Indiana,4/1/2006,691.1,333.4,268,16829
41270,43rd,4/1/2006,967.2,483.2,297,23244
41080,47th-South Elevated,4/1/2006,1307.1,746.2,448.4,32115
40130,51st,4/1/2006,1057.1,667.2,381.2,26383
40510,Garfield-South Elevated,4/1/2006,1438.2,854.6,548.4,35778
41140,King Drive,4/1/2006,700.1,427,271.2,17493
40720,East 63rd-Cottage Grove,4/1/2006,1358,757.2,504.8,33470
40940,Halsted/63rd,4/1/2006,650.7,392.2,273.8,16344
40290,Ashland/63rd,4/1/2006,1953.4,1092.4,758,48320
41290,Kimball,4/1/2006,4245.3,1376.6,1018.4,96880
41180,Kedzie-Brown,4/1/2006,0,0,0,0
40870,Francisco,4/1/2006,1498.7,290.8,205.2,32454
41480,Western-Brown,4/1/2006,4120.7,3331.4,1809.8,108120
40090,Damen-Brown,4/1/2006,1878.5,1040,647.8,46009
41500,Montrose-Brown,4/1/2006,2191.2,1211,691,53334
41460,Irving Park-Brown,4/1/2006,2367.5,1102.8,687,56298
41440,Addison-Brown,4/1/2006,1894.2,800.8,470.8,44241
41310,Paulina,4/1/2006,2167.2,1154.6,715.8,52696
40360,Southport,4/1/2006,2769.6,1466.8,896.8,67210
41210,Wellington,4/1/2006,2571.8,971.2,639,59487
40530,Diversey,4/1/2006,4639.7,2394.2,1489.2,112211
40660,Armitage,4/1/2006,3621.5,1748.6,932,85832
40800,Sedgwick,4/1/2006,2997.5,1573.8,1031.8,72977
40710,Chicago/Franklin,4/1/2006,4335.4,1904.4,1020.8,101334
40460,Merchandise Mart,4/1/2006,5703.9,1367,672,124272
